timestamp,cycle,phase,pulse,bench_score,percent_of_baseline
1747130783,1,start,0,[12:06:13]   Running sysbench CPU benchmark...
[12:06:23]   3251.64 events/sec
3251.64,N/A
1747130798,1,potentiation,1,[12:06:28]   Running sysbench CPU benchmark...
[12:06:38]   3322.26 events/sec
3322.26,N/A
1747130813,1,potentiation,2,[12:06:43]   Running sysbench CPU benchmark...
[12:06:53]   3320.08 events/sec
3320.08,N/A
1747130828,1,potentiation,3,[12:06:58]   Running sysbench CPU benchmark...
[12:07:08]   3324.40 events/sec
3324.40,N/A
1747130844,1,potentiation,4,[12:07:13]   Running sysbench CPU benchmark...
[12:07:24]   3322.77 events/sec
3322.77,N/A
1747130859,1,potentiation,5,[12:07:29]   Running sysbench CPU benchmark...
[12:07:39]   3323.18 events/sec
3323.18,N/A
1747130874,1,depression,1,[12:07:44]   Running sysbench CPU benchmark...
[12:07:54]   3323.42 events/sec
3323.42,N/A
1747130889,1,depression,2,[12:07:59]   Running sysbench CPU benchmark...
[12:08:09]   3324.98 events/sec
3324.98,N/A
1747130904,1,depression,3,[12:08:14]   Running sysbench CPU benchmark...
[12:08:24]   3316.08 events/sec
3316.08,N/A
1747130919,1,depression,4,[12:08:29]   Running sysbench CPU benchmark...
[12:08:39]   3322.22 events/sec
3322.22,N/A
1747130934,1,depression,5,[12:08:44]   Running sysbench CPU benchmark...
[12:08:54]   3317.06 events/sec
3317.06,N/A
1747130949,1,forget,0,[12:08:59]   Running sysbench CPU benchmark...
[12:09:09]   3321.08 events/sec
3321.08,N/A
1747130964,1,forget,15,[12:09:14]   Running sysbench CPU benchmark...
[12:09:24]   3315.15 events/sec
3315.15,N/A
1747130976,1,end,N/A,[12:09:26]   Running sysbench CPU benchmark...
[12:09:36]   3323.79 events/sec
3323.79,N/A
1747130988,2,start,0,[12:09:38]   Running sysbench CPU benchmark...
[12:09:48]   3322.74 events/sec
3322.74,N/A
1747131003,2,potentiation,1,[12:09:53]   Running sysbench CPU benchmark...
[12:10:03]   3322.58 events/sec
3322.58,N/A
1747131018,2,potentiation,2,[12:10:08]   Running sysbench CPU benchmark...
[12:10:18]   3320.47 events/sec
3320.47,N/A
1747131033,2,potentiation,3,[12:10:23]   Running sysbench CPU benchmark...
[12:10:33]   3323.28 events/sec
3323.28,N/A
1747131048,2,potentiation,4,[12:10:38]   Running sysbench CPU benchmark...
[12:10:48]   3322.50 events/sec
3322.50,N/A
1747131063,2,potentiation,5,[12:10:53]   Running sysbench CPU benchmark...
[12:11:03]   3323.44 events/sec
3323.44,N/A
1747131078,2,depression,1,[12:11:08]   Running sysbench CPU benchmark...
[12:11:18]   3322.36 events/sec
3322.36,N/A
1747131093,2,depression,2,[12:11:23]   Running sysbench CPU benchmark...
[12:11:33]   3322.00 events/sec
3322.00,N/A
1747131108,2,depression,3,[12:11:38]   Running sysbench CPU benchmark...
[12:11:48]   3323.61 events/sec
3323.61,N/A
